CVE ID,Description,CVSS Score,Attack Vector,Affected OS,Severity,Vulnerability_Type,Attack_Vector_Type,CVE_Year,Description_Length,Cleaned_Description,Original_Length,Cleaned_Length,Reduction_Pct,Top_Keywords
CVE-2024-0283,A vulnerability was found in Kashipara Food Management System up to 1.0. It has been declared as problematic. This vulnerability affects unknown code of the file party_details.php. The manipulation of the argument party_name leads to cross site scripting. The attack can be initiated remotely. The exploit has been disclosed to the public and may be used. VDB-249838 is the identifier assigned to this vulnerability.,3.5,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:U/C:N/I:L/A:N,,Low,Other,Network,2024.0,416,vulnerability found kashipara food management system declared problematic vulnerability affect unknown code file party detail php manipulation argument party name lead cross site scripting attack initiated remotely exploit disclosed public may used vdb identifier assigned vulnerability,416,286,31.2,"party, detail php, party name, file party, argument party"
CVE-2023-7212,A vulnerability classified as critical has been found in DeDeCMS up to 5.7.112. Affected is an unknown function of the file file_class.php of the component Backend. The manipulation leads to unrestricted upload. It is possible to launch the attack remotely. The exploit has been disclosed to the public and may be used. The identifier of this vulnerability is VDB-249768. NOTE: The vendor was contacted early about this disclosure but did not respond in any way.,4.7,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:L/I:L/A:L,,Medium,Other,Network,2023.0,462,vulnerability classified critical found dedecms VERSION affected unknown function file file class php component backend manipulation lead unrestricted upload possible launch attack remotely exploit disclosed public may used identifier vulnerability vdb note vendor contacted early disclosure respond way,462,303,34.4,"file class, component backend, backend manipulation, file file, backend"
CVE-2024-0284,A vulnerability was found in Kashipara Food Management System up to 1.0. It has been rated as problematic. This issue affects some unknown processing of the file party_submit.php. The manipulation of the argument party_address leads to cross site scripting. The attack may be initiated remotely. The exploit has been disclosed to the public and may be used. The associated identifier of this vulnerability is VDB-249839.,3.5,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:U/C:N/I:L/A:N,,Low,Other,Network,2024.0,420,vulnerability found kashipara food management system rated problematic issue affect unknown processing file party submit php manipulation argument party address lead cross site scripting attack may initiated remotely exploit disclosed public may used associated identifier vulnerability vdb,420,290,31.0,"party, address lead, party submit, argument party, file party"
CVE-2024-0286,"A vulnerability, which was classified as problematic, was found in PHPGurukul Hospital Management System 1.0. This affects an unknown part of the file index.php#contact_us of the component Contact Form. The manipulation of the argument Name/Email/Message leads to cross site scripting. It is possible to initiate the attack remotely. The exploit has been disclosed to the public and may be used. The associated identifier of this vulnerability is VDB-249843.",4.3,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:L/A:N,,Medium,Other,Network,2024.0,458,vulnerability classified problematic found phpgurukul hospital management system affect unknown part file index php contact component contact form manipulation argument name email message lead cross site scripting possible initiate attack remotely exploit disclosed public may used associated identifier vulnerability vdb,458,321,29.9,"contact, message lead, name email, phpgurukul hospital, argument name"
CVE-2023-47145,"IBM Db2 for Windows (includes Db2 Connect Server) 10.5, 11.1, and 11.5 could allow a local user to escalate their privileges to the SYSTEM user using the MSI repair functionality.  IBM X-Force ID:  270402.",8.4,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,Microsoft Windows,High,Remote Code Execution,Local,2023.0,205,ibm window includes connect server could allow local user escalate privilege system user using msi repair functionality ibm force,205,129,37.1,"ibm, system user, repair, user using, user escalate"
CVE-2023-7213,A vulnerability classified as critical was found in Totolink N350RT 9.3.5u.6139_B20201216. Affected by this vulnerability is the function main of the file /cgi-bin/cstecgi.cgi?action=login&flag=1 of the component HTTP POST Request Handler. The manipulation of the argument v33 leads to stack-based buffer overflow. The attack can be launched remotely. The exploit has been disclosed to the public and may be used. The identifier VDB-249769 was assigned to this vulnerability. NOTE: The vendor was contacted early about this disclosure but did not respond in any way.,6.3,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,Totolink N350Rt Firmware 9.3.5u.6139_b20201216,Medium,Buffer Overflow,Network,2023.0,566,vulnerability classified critical found totolink affected vulnerability function main file cgi bin cstecgi cgi action login flag component http post request handler manipulation argument lead stack based buffer overflow attack launched remotely exploit disclosed public may used identifier vdb assigned vulnerability note vendor contacted early disclosure respond way,566,367,35.2,"cgi, main file, function main, action login, cgi action"
CVE-2023-7214,"A vulnerability, which was classified as critical, has been found in Totolink N350RT 9.3.5u.6139_B20201216. Affected by this issue is the function main of the file /cgi-bin/cstecgi.cgi?action=login of the component HTTP POST Request Handler. The manipulation of the argument v8 leads to stack-based buffer overflow. The attack may be launched remotely. The exploit has been disclosed to the public and may be used. VDB-249770 is the identifier assigned to this vulnerability. NOTE: The vendor was contacted early about this disclosure but did not respond in any way.",6.3,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,Totolink N350Rt Firmware 9.3.5u.6139_b20201216,Medium,Buffer Overflow,Network,2023.0,566,vulnerability classified critical found totolink affected issue function main file cgi bin cstecgi cgi action login component http post request handler manipulation argument lead stack based buffer overflow attack may launched remotely exploit disclosed public may used vdb identifier assigned vulnerability note vendor contacted early disclosure respond way,566,358,36.7,"cgi, login component, main file, cgi action, action login"
CVE-2024-0287,A vulnerability was found in Kashipara Food Management System 1.0. It has been rated as critical. Affected by this issue is some unknown functionality of the file itemBillPdf.php. The manipulation of the argument printid leads to sql injection. The attack may be launched remotely. The exploit has been disclosed to the public and may be used. The identifier of this vulnerability is VDB-249848.,6.3,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,,Medium,SQL Injection,Network,2024.0,395,vulnerability found kashipara food management system rated critical affected issue unknown functionality file itembillpdf php manipulation argument printid lead sql injection attack may launched remotely exploit disclosed public may used identifier vulnerability vdb,395,266,32.7,"system rated, rated critical, kashipara food, food management, rated"
CVE-2024-0288,A vulnerability classified as critical has been found in Kashipara Food Management System 1.0. This affects an unknown part of the file rawstock_used_damaged_submit.php. The manipulation of the argument product_name leads to sql injection. It is possible to initiate the attack remotely. The exploit has been disclosed to the public and may be used. The identifier VDB-249849 was assigned to this vulnerability.,6.3,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,,Medium,SQL Injection,Network,2024.0,411,vulnerability classified critical found kashipara food management system affect unknown part file rawstock used damaged submit php manipulation argument product name lead sql injection possible initiate attack remotely exploit disclosed public may used identifier vdb assigned vulnerability,411,290,29.4,"argument product, rawstock used, product name, used damaged, rawstock"
CVE-2024-0289,A vulnerability classified as critical was found in Kashipara Food Management System 1.0. This vulnerability affects unknown code of the file stock_entry_submit.php. The manipulation of the argument itemype leads to sql injection. The attack can be initiated remotely. The exploit has been disclosed to the public and may be used. VDB-249850 is the identifier assigned to this vulnerability.,6.3,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,,Medium,SQL Injection,Network,2024.0,391,vulnerability classified critical found kashipara food management system vulnerability affect unknown code file stock entry submit php manipulation argument itemype lead sql injection attack initiated remotely exploit disclosed public may used vdb identifier assigned vulnerability,391,281,28.1,"stock, file stock, system vulnerability, entry, submit php"
CVE-2024-0290,"A vulnerability, which was classified as critical, has been found in Kashipara Food Management System 1.0. This issue affects some unknown processing of the file stock_edit.php. The manipulation of the argument item_type leads to sql injection. The attack may be initiated remotely. The exploit has been disclosed to the public and may be used. The associated identifier of this vulnerability is VDB-249851.",6.3,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,,Medium,SQL Injection,Network,2024.0,407,vulnerability classified critical found kashipara food management system issue affect unknown processing file stock edit php manipulation argument item type lead sql injection attack may initiated remotely exploit disclosed public may used associated identifier vulnerability vdb,407,279,31.4,"item type, file stock, stock, argument item, system issue"
